Date,Open,High,Low,Close,Volume
2021-01-04T05:00:00.000Z,41.6329994202,44.438999176,41.0009994507,42.5219993591,14679000
2021-01-05T05:00:00.000Z,42.1049995422,43.8400001526,40.6510009766,42.8629989624,11006000
2021-01-06T05:00:00.000Z,43.0839996338,48.3019981384,43.0839996338,48.0550003052,15360000
2021-01-07T05:00:00.000Z,52.1319999695,55.986000061,50.2109985352,53.5750007629,22844000
2021-01-08T05:00:00.000Z,56.5069999695,56.8660011292,51.3320007324,53.1640014648,16454000
2021-01-11T05:00:00.000Z,47.2140007019,51.1980018616,46.4510002136,49.5489997864,14727000
2021-01-12T05:00:00.000Z,50.2779998779,51.9949989319,48.8510017395,51.4239997864,6718000
2021-01-13T05:00:00.000Z,50.0730018616,52.3989982605,49.2340011597,51.9259986877,6175000
2021-01-14T05:00:00.000Z,54.2610015869,63.1599998474,53.8619995117,63.0999984741,19118000
2021-01-15T05:00:00.000Z,60.7099990845,62.2840003967,57.4000015259,57.8069992065,16089000
2021-01-19T05:00:00.000Z,61.6529998779,62.1450004578,57.9000015259,59.2210006714,10378000
2021-01-20T05:00:00.000Z,57.9249992371,58.9000015259,53.2000007629,55.0820007324,12317000
2021-01-21T05:00:00.000Z,51.4049987793,53.2550010681,50.4599990845,52.0460014343,11688000
2021-01-22T05:00:00.000Z,52.5009994507,58.25,52.5,57.702999115,11333000
2021-01-25T05:00:00.000Z,59.0299987793,59.908000946,55.1139984131,57.141998291,6834000
2021-01-26T05:00:00.000Z,55.5,56.4650001526,54.5999984741,55.9809989929,4789000
2021-01-27T05:00:00.000Z,53.3230018616,54.9469985962,50.5699996948,54.0099983215,6564000
2021-01-28T05:00:00.000Z,56.1300010681,60.533000946,55.1510009766,57.8380012512,7630000
2021-01-29T05:00:00.000Z,68.0,69.6480026245,60.75,61.7309989929,14354000
2021-02-01T05:00:00.000Z,62.0340003967,63.986000061,58.6049995422,63.4560012817,5555000
2021-02-02T05:00:00.000Z,65.0009994507,69.1279983521,63.8170013428,68.7919998169,5343000
2021-02-03T05:00:00.000Z,70.1640014648,75.3830032349,69.5989990234,74.1190032959,9212000
2021-02-04T05:00:00.000Z,77.0899963379,77.1230010986,71.75,76.5589981079,6365000
2021-02-05T05:00:00.000Z,77.1179962158,80.6009979248,74.5019989014,80.5999984741,7667000
2021-02-08T05:00:00.000Z,92.5830001831,105.0,89.0009994507,104.0999984741,20998000
2021-02-09T05:00:00.000Z,113.7740020752,131.5,106.5410003662,127.2939987183,23197000
2021-02-10T05:00:00.000Z,119.6009979248,119.9000015259,95.0360031128,97.4479980469,22973000
2021-02-11T05:00:00.000Z,113.7200012207,113.9919967651,97.702003479,100.9940032959,16132000
2021-02-12T05:00:00.000Z,101.5589981079,104.4889984131,96.1009979248,103.4309997559,7674000
2021-02-16T05:00:00.000Z,107.0839996338,108.2570037842,95.422996521,95.5,15017000
2021-02-17T05:00:00.000Z,93.9499969482,95.4000015259,87.8000030518,94.1800003052,18156000
2021-02-18T05:00:00.000Z,92.6900024414,96.0,90.2060012817,92.7779998779,7932000
2021-02-19T05:00:00.000Z,94.5,100.8000030518,91.4589996338,96.3720016479,11531000
2021-02-22T05:00:00.000Z,87.0999984741,93.2279968262,86.5,87.5999984741,7659000
2021-02-23T05:00:00.000Z,80.0009994507,80.1579971313,66.0,69.1230010986,18755000
2021-02-24T05:00:00.000Z,73.4000015259,82.2149963379,71.5879974365,81.7689971924,12005000
2021-02-25T05:00:00.000Z,84.09400177,84.5,72.6100006104,73.1610031128,7841000
2021-02-26T05:00:00.000Z,68.7119979858,80.40599823,68.1139984131,75.0410003662,11784000
2021-03-01T05:00:00.000Z,79.8399963379,80.5,75.8880004883,78.2440032959,7608000
2021-03-02T05:00:00.000Z,81.5100021362,81.7490005493,74.1070022583,74.8499984741,6440000
2021-03-03T05:00:00.000Z,78.1780014038,79.8000030518,72.78099823,73.1569976807,7721000
2021-03-04T05:00:00.000Z,71.297996521,73.7990036011,61.0,64.5660018921,12206000
2021-03-05T05:00:00.000Z,65.7649993896,66.3000030518,53.7220001221,62.0239982605,13548000
2021-03-08T05:00:00.000Z,64.5009994507,66.9459991455,61.7000007629,62.4189987183,6721000
2021-03-09T05:00:00.000Z,68.6569976807,73.547996521,68.1750030518,71.5989990234,8736000
2021-03-10T05:00:00.000Z,75.0,75.9029998779,71.0999984741,75.6549987793,6430000
2021-03-11T05:00:00.000Z,77.5,80.5,76.1129989624,80.375,5285000
2021-03-12T05:00:00.000Z,75.9800033569,81.0,75.0029983521,78.4000015259,4676000
2021-03-15T04:00:00.000Z,78.8330001831,80.9000015259,76.3669967651,76.9010009766,4375000
2021-03-16T04:00:00.000Z,75.8789978027,77.0,70.1429977417,72.4290008545,4151000
2021-03-17T04:00:00.000Z,70.2229995728,78.5070037842,69.827003479,77.0989990234,5432000
2021-03-18T04:00:00.000Z,75.452003479,80.8990020752,72.8010025024,73.2050018311,6195000
2021-03-19T04:00:00.000Z,74.9530029297,78.5270004272,71.4540023804,77.7040023804,9565000
2021-03-22T04:00:00.000Z,76.7200012207,77.5,72.1500015259,72.4560012817,4988000
2021-03-23T04:00:00.000Z,71.6809997559,73.5350036621,67.0009994507,67.7210006714,7169000
2021-03-24T04:00:00.000Z,70.5319976807,71.0500030518,61.5219993591,62.1570014954,7068000
2021-03-25T04:00:00.000Z,58.0699996948,62.641998291,56.5999984741,62.0909996033,8816000
2021-03-26T04:00:00.000Z,62.5999984741,64.2300033569,60.0379981995,62.4000015259,5241000
2021-03-29T04:00:00.000Z,65.8860015869,66.2929992676,62.7229995728,63.1339988708,4431000
2021-03-30T04:00:00.000Z,64.2460021973,66.6800003052,62.03099823,65.3980026245,5626000
2021-03-31T04:00:00.000Z,64.7610015869,69.4209976196,64.1380004883,67.8799972534,5615000
2021-04-01T04:00:00.000Z,68.8460006714,72.5830001831,68.7460021973,70.3560028076,4024000
2021-04-05T04:00:00.000Z,70.9749984741,73.6039962769,69.3290023804,72.0550003052,4859000
2021-04-06T04:00:00.000Z,72.1190032959,72.1190032959,67.6989974976,70.4580001831,5937000
2021-04-07T04:00:00.000Z,67.8000030518,69.5569992065,65.1999969482,65.6200027466,4522000
2021-04-08T04:00:00.000Z,67.0699996948,70.2710037231,66.43800354,69.0120010376,4361000
2021-04-09T04:00:00.000Z,70.9990005493,72.0,68.9459991455,71.0999984741,3447000
2021-04-12T04:00:00.000Z,73.5189971924,74.59400177,70.4850006104,71.8239974976,4812000
2021-04-13T04:00:00.000Z,74.5,86.9990005493,73.4789962769,84.8539962769,17022000
2021-04-14T04:00:00.000Z,88.0979995728,88.2099990845,73.0,73.5500030518,15825000
2021-04-15T04:00:00.000Z,75.3170013428,75.4940032959,70.9000015259,74.0149993896,6863000
2021-04-16T04:00:00.000Z,70.7099990845,72.0,68.5,69.3619995117,7628000
2021-04-19T04:00:00.000Z,65.0039978027,66.5,62.3499984741,63.7519989014,8799000
2021-04-20T04:00:00.000Z,63.9000015259,64.8000030518,61.4000015259,64.6449966431,5524000
2021-04-21T04:00:00.000Z,62.8400001526,66.5459976196,62.8400001526,65.0459976196,4179000
2021-04-22T04:00:00.000Z,64.2009963989,65.0500030518,59.4000015259,59.8199996948,7153000
2021-04-23T04:00:00.000Z,57.5890007019,61.8400001526,56.9000015259,61.3040008545,6621000
2021-04-26T04:00:00.000Z,63.6759986877,65.9800033569,62.7999992371,65.8820037842,4791000
2021-04-27T04:00:00.000Z,67.3000030518,68.5,65.5,67.6989974976,5113000
2021-04-28T04:00:00.000Z,67.3600006104,68.9000015259,66.5500030518,68.0820007324,2973000
2021-04-29T04:00:00.000Z,66.5,67.5,63.7910003662,65.5009994507,4397000
2021-04-30T04:00:00.000Z,64.702003479,67.5,64.6320037842,65.716003418,5597000
2021-05-03T04:00:00.000Z,67.3970031738,67.3970031738,63.438999176,63.5620002747,4645000
2021-05-04T04:00:00.000Z,61.9510002136,62.7999992371,59.888999939,61.6879997253,5146000
2021-05-05T04:00:00.000Z,63.0,65.1989974976,60.8899993896,62.3450012207,4975000
2021-05-06T04:00:00.000Z,61.2879981995,62.2770004272,58.7010002136,60.908000946,3552000
2021-05-07T04:00:00.000Z,60.8969993591,63.1800003052,60.8330001831,62.0460014343,3634000
2021-05-10T04:00:00.000Z,61.5859985352,61.5859985352,56.6469993591,56.9459991455,5227000
2021-05-11T04:00:00.000Z,53.5,58.4990005493,52.5279998779,57.6959991455,6630000
2021-05-12T04:00:00.000Z,55.6279983521,57.7799987793,53.8639984131,54.1879997253,4216000
2021-05-13T04:00:00.000Z,51.1199989319,54.297000885,47.8069992065,48.8079986572,9374000
2021-05-14T04:00:00.000Z,50.1259994507,52.3619995117,49.2000007629,52.1310005188,5616000
2021-05-17T04:00:00.000Z,48.4000015259,49.9510002136,46.8880004883,48.9350013733,8046000
2021-05-18T04:00:00.000Z,48.8909988403,50.4259986877,47.0569992065,48.7200012207,5982000
2021-05-19T04:00:00.000Z,42.2849998474,45.8489990234,41.158000946,45.486000061,15054000
2021-05-20T04:00:00.000Z,47.7659988403,49.2999992371,45.7280006409,47.2659988403,8614000
